,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,RS,SE,SI,SK
AT,1.0,0.07373396490775469,0.09430067646829826,0.08227808294376343,0.32467568038483363,0.1695941470354233,0.038152684829374846,0.025757795960248055,-0.007759518560855219,0.022040713925219956,-0.01524939804197201,0.08226363289090576,0.088431957088381,0.05425842711670634,0.3713554613031462,0.12710259080866448,0.057445557457991125,0.06556764727036841,0.11353541623276132,0.016974095079253047,0.09153172830618296,0.009215852204635333,0.24703740160213317,-0.036016927853285294,0.1585027626500728,0.13287391848942168,0.14187301804872307,0.07588182500218782,0.33662232907693385
BE,0.07373396490775469,1.0,0.02923842875272692,0.20186709755139726,0.35236244938143785,0.6433799632971873,0.3116012675096491,0.20283211326914843,0.10734044248016156,0.09688431721516921,0.4836370652188447,0.5998315373836117,-0.006190596046619388,0.08313896371808507,0.13146867301257834,0.38800336328193424,0.06197639971157137,0.25006597680351655,0.8293238899171604,0.22514309823247908,0.8388275423133292,-0.014201385270404373,0.34060514198389535,0.03247327314806068,0.10025127995553021,-0.017383497034998568,0.14651074677098436,0.15289900287799427,0.08103320196189545
BG,0.09430067646829826,0.02923842875272692,1.0,0.042763561198981094,0.018994389723487923,0.0019149927236841323,-0.04357311661220442,-0.04125040063453831,0.0037178027710035467,-0.03492842314270997,0.027839371945050827,0.044003615815004185,0.1743318640551886,0.07497436977584163,0.12374645136138063,0.05505040231592231,-0.018393492875456878,-0.036943360571703644,0.02530988675748398,-0.05398989643168727,0.01804829333888502,-0.024204980645121568,0.015298151791237329,-0.030312561579090853,0.23439341534266775,0.29668583657610115,0.01688312268349605,0.10127421604314071,0.08371686154457514
CH,0.08227808294376343,0.20186709755139726,0.042763561198981094,1.0,0.21861396169866096,0.20189847102697286,0.1311296803072527,0.07328842998744846,0.06494111557918696,0.054130868655503234,0.19727147780103013,0.13636755144427004,0.05213690496679507,0.08565468298626643,0.1757315584048263,0.12067179427576712,0.010037959616224496,0.09396753093936078,0.24799250282912252,0.08369476400634066,0.1876860328548454,0.012334619275165515,0.1821039924239672,0.01051367309686294,0.039400071462766646,0.00022302316900318242,0.11180505569864217,0.10852342520204508,0.1279044131239058
CZ,0.32467568038483363,0.35236244938143785,0.018994389723487923,0.21861396169866096,1.0,0.6318518257130298,0.3290799603668597,0.14926976574596743,-0.013475724633051932,0.06757154088349707,0.1340644290081,0.28082424589545546,0.03808718461125293,0.08513916482325609,0.39901197235717323,0.2437866427430263,0.015651775776637143,0.30711772124832587,0.4265813957389333,0.22458330994444745,0.4031233137637116,0.08228462992078166,0.6466816977020288,-0.04241429917599926,0.2501875060605554,0.0203441350208328,0.2105898140519331,0.1607291958891442,0.4008966632317815
DE,0.1695941470354233,0.6433799632971873,0.0019149927236841323,0.20189847102697286,0.6318518257130298,1.0,0.407169564049434,0.2232871568376332,0.027973960564312807,0.10064509912944752,0.26036265078096515,0.45587066619401795,0.0037652283587616894,0.05983140422939468,0.1889902455060513,0.32669247494316733,0.03303796059907164,0.348123137986192,0.7091575433706138,0.2692584846346636,0.6989279451446562,0.07403363785546997,0.5796982867438164,-0.01946060513033382,0.1486300757655501,-0.04275293232937782,0.18424665638293683,0.16686453177578658,0.1681172309524494
DK,0.038152684829374846,0.3116012675096491,-0.04357311661220442,0.1311296803072527,0.3290799603668597,0.407169564049434,1.0,0.3335429157012115,0.03955627599931722,0.17118136109055793,0.09708106755546002,0.32181648006498514,-0.05711178612514948,0.07033798631092944,0.12159315683723974,0.23647697629581507,0.04701549855146321,0.362573985849916,0.25794146254542527,0.32155652566389825,0.433343370533757,0.3953933346453836,0.4250765117099783,0.029290321681757353,0.06969275932985095,-0.02388500401151157,0.3201535709800943,0.1024469818813838,0.09330396987837171
EE,0.025757795960248055,0.20283211326914843,-0.04125040063453831,0.07328842998744846,0.14926976574596743,0.2232871568376332,0.3335429157012115,1.0,0.05607753763893149,0.5917170215566123,0.11657719755708876,0.12251463608897742,-6.407733044445495e-05,0.02354526965123926,0.07709227558227616,0.06408610420721057,0.0501599390082929,0.49809044544352044,0.1761106924804312,0.7500050302410741,0.23676990806030557,0.30256804014610855,0.2769884396786441,0.047597222770388595,-0.022928515838335446,0.0005739541990860632,0.5267102353715399,0.06676594335494365,0.03301582192328529
ES,-0.007759518560855219,0.10734044248016156,0.0037178027710035467,0.06494111557918696,-0.013475724633051932,0.027973960564312807,0.03955627599931722,0.05607753763893149,1.0,0.059012005019173364,0.26259927199942357,0.0020061905833474673,0.11776357051993912,0.168393354023122,0.022700024367550368,-0.04998577240193717,0.23028075841017273,0.023439548381327325,0.1433091768175923,0.055224139071193404,0.05757430501044595,-0.024208934482606095,-0.027252934560071145,0.586394057227332,-0.043287807102368105,0.09086106788933952,0.05030269774499141,0.12402175961787794,-0.020550064062235713
FI,0.022040713925219956,0.09688431721516921,-0.03492842314270997,0.054130868655503234,0.06757154088349707,0.10064509912944752,0.17118136109055793,0.5917170215566123,0.059012005019173364,1.0,0.08580397522188357,0.06917023619358467,0.013781912897282173,-0.004811469031986892,0.05403787794538814,0.05266068767703211,0.0572440139062966,0.278407647548036,0.08356239942276139,0.41719431338351065,0.08817957420589008,0.2211877522408197,0.15185835577721235,0.08624082017452973,-0.02052602323907778,0.018256181326395216,0.4463937731706196,-2.572741937671985e-06,0.02471674887287557
FR,-0.01524939804197201,0.4836370652188447,0.027839371945050827,0.19727147780103013,0.1340644290081,0.26036265078096515,0.09708106755546002,0.11657719755708876,0.26259927199942357,0.08580397522188357,1.0,0.21466519598863032,0.051075104685972615,0.21574130351211454,0.11387934019507062,0.13395100878446597,0.15462461205127984,0.13486865528035416,0.5072931777775133,0.14232358915939541,0.3057075315452413,-0.06148210164599171,0.11318906063835917,0.14386248642137275,0.03518057673485034,0.034506944795876966,0.03606765747702441,0.21744276442118526,-0.008427146414993345
GB,0.08226363289090576,0.5998315373836117,0.044003615815004185,0.13636755144427004,0.28082424589545546,0.45587066619401795,0.32181648006498514,0.12251463608897742,0.0020061905833474673,0.06917023619358467,0.21466519598863032,1.0,-0.07180617332233792,-0.014225356260814535,0.09450302711850522,0.6165441175932591,-0.035676268725221276,0.1928297062603111,0.48014993732985006,0.16020271211162376,0.650949367705165,-0.004221646043350686,0.294924307362932,-0.019068954080685648,0.09525011798442681,-0.0319739651059265,0.10989478256412027,0.07114054863013725,0.084853407344254
GR,0.088431957088381,-0.006190596046619388,0.1743318640551886,0.05213690496679507,0.03808718461125293,0.0037652283587616894,-0.05711178612514948,-6.407733044445495e-05,0.11776357051993912,0.013781912897282173,0.051075104685972615,-0.07180617332233792,1.0,0.09617012013553347,0.10393875628430728,-0.04106817477614602,0.2010527970838478,-0.013496312028079062,0.028129153218853994,-0.004720925707924823,-0.015511483285120668,-0.022313184552949582,-0.019164416194746247,0.09284628510415081,0.0010940765603120023,0.223937617710784,0.036711728781395746,0.06559287952922455,0.05390916027596091
HR,0.05425842711670634,0.08313896371808507,0.07497436977584163,0.08565468298626643,0.08513916482325609,0.05983140422939468,0.07033798631092944,0.02354526965123926,0.168393354023122,-0.004811469031986892,0.21574130351211454,-0.014225356260814535,0.09617012013553347,1.0,0.3040503907175867,-0.022210360302075505,0.4911329508507171,0.07896409537489303,0.15765120703583535,0.0650863549775739,0.04660936582937632,0.027305478518749267,0.10625708651187878,0.07606311790073207,0.0009700092641955662,0.30381869290045466,0.07895694938989972,0.5343612367111463,0.09374330643379993
HU,0.3713554613031462,0.13146867301257834,0.12374645136138063,0.1757315584048263,0.39901197235717323,0.1889902455060513,0.12159315683723974,0.07709227558227616,0.022700024367550368,0.05403787794538814,0.11387934019507062,0.09450302711850522,0.10393875628430728,0.3040503907175867,1.0,0.1114634328087125,0.2265325801991586,0.1663178593516687,0.16417288374783362,0.14145118080417393,0.15162350188411272,0.0025613614226880194,0.3268870342286965,-0.017613139853858577,0.31010153583682476,0.40417878664650786,0.18007403040663814,0.25027569984312853,0.5566792139643173
IE,0.12710259080866448,0.38800336328193424,0.05505040231592231,0.12067179427576712,0.2437866427430263,0.32669247494316733,0.23647697629581507,0.06408610420721057,-0.04998577240193717,0.05266068767703211,0.13395100878446597,0.6165441175932591,-0.04106817477614602,-0.022210360302075505,0.1114634328087125,1.0,-0.0706142244205369,0.15586212222740423,0.30171078563406567,0.11645212948381894,0.41478202160457067,0.009571453079778405,0.23576084695001712,-0.05881626935077932,0.14444840503617173,-0.02608252754580607,0.058271260648297324,0.06450145527186112,0.11785322236577468
IT,0.057445557457991125,0.06197639971157137,-0.018393492875456878,0.010037959616224496,0.015651775776637143,0.03303796059907164,0.04701549855146321,0.0501599390082929,0.23028075841017273,0.0572440139062966,0.15462461205127984,-0.035676268725221276,0.2010527970838478,0.4911329508507171,0.2265325801991586,-0.0706142244205369,1.0,0.02833388101169628,0.1193317204067357,0.049870439463111614,0.03531522216939432,-0.014788969088057616,0.026903267059926805,0.21872820371360513,-0.04047006673052254,0.30358188986933515,0.0790803939523234,0.1583211522490487,-0.00180789409637456
LT,0.06556764727036841,0.25006597680351655,-0.036943360571703644,0.09396753093936078,0.30711772124832587,0.348123137986192,0.362573985849916,0.49809044544352044,0.023439548381327325,0.278407647548036,0.13486865528035416,0.1928297062603111,-0.013496312028079062,0.07896409537489303,0.1663178593516687,0.15586212222740423,0.02833388101169628,1.0,0.2273123795879294,0.7601810000098016,0.2805449409562842,0.24152621932310053,0.5753865309245333,0.02796785383632756,0.1776711678278795,-0.014150555054036583,0.3924575449686167,0.1480740044967839,0.1782289923858402
LU,0.11353541623276132,0.8293238899171604,0.02530988675748398,0.24799250282912252,0.4265813957389333,0.7091575433706138,0.25794146254542527,0.1761106924804312,0.1433091768175923,0.08356239942276139,0.5072931777775133,0.48014993732985006,0.028129153218853994,0.15765120703583535,0.16417288374783362,0.30171078563406567,0.1193317204067357,0.2273123795879294,1.0,0.1935441287005955,0.7108605687518621,-0.0504940261638533,0.36846595558899303,0.039706924017515355,0.09850653873771197,-0.006373100777131682,0.10430083355160874,0.2251681899823056,0.10476147141699073
LV,0.016974095079253047,0.22514309823247908,-0.05398989643168727,0.08369476400634066,0.22458330994444745,0.2692584846346636,0.32155652566389825,0.7500050302410741,0.055224139071193404,0.41719431338351065,0.14232358915939541,0.16020271211162376,-0.004720925707924823,0.0650863549775739,0.14145118080417393,0.11645212948381894,0.049870439463111614,0.7601810000098016,0.1935441287005955,1.0,0.26336518482818205,0.22735017899627322,0.410949563010676,0.04851916157883533,0.06058131695406898,-0.010207220762260338,0.5098620059413231,0.14072252929106902,0.09633909961341226
NL,0.09153172830618296,0.8388275423133292,0.01804829333888502,0.1876860328548454,0.4031233137637116,0.6989279451446562,0.433343370533757,0.23676990806030557,0.05757430501044595,0.08817957420589008,0.3057075315452413,0.650949367705165,-0.015511483285120668,0.04660936582937632,0.15162350188411272,0.41478202160457067,0.03531522216939432,0.2805449409562842,0.7108605687518621,0.26336518482818205,1.0,0.05558110996435972,0.4116764920215941,0.005640438663289705,0.08789887973442861,-0.02347184959872392,0.20687007529741325,0.1389424635039828,0.09680458037979
NO,0.009215852204635333,-0.014201385270404373,-0.024204980645121568,0.012334619275165515,0.08228462992078166,0.07403363785546997,0.3953933346453836,0.30256804014610855,-0.024208934482606095,0.2211877522408197,-0.06148210164599171,-0.004221646043350686,-0.022313184552949582,0.027305478518749267,0.0025613614226880194,0.009571453079778405,-0.014788969088057616,0.24152621932310053,-0.0504940261638533,0.22735017899627322,0.05558110996435972,1.0,0.1883202077970509,0.03481757384316258,0.007977039962674001,-0.032148467389331976,0.398560515945736,0.002872657251171961,0.01201813387198175
PL,0.24703740160213317,0.34060514198389535,0.015298151791237329,0.1821039924239672,0.6466816977020288,0.5796982867438164,0.4250765117099783,0.2769884396786441,-0.027252934560071145,0.15185835577721235,0.11318906063835917,0.294924307362932,-0.019164416194746247,0.10625708651187878,0.3268870342286965,0.23576084695001712,0.026903267059926805,0.5753865309245333,0.36846595558899303,0.410949563010676,0.4116764920215941,0.1883202077970509,1.0,-0.023599810818678457,0.26188713043685374,0.012727126920191553,0.2960581175036907,0.15835521178165626,0.3348254065024166
PT,-0.036016927853285294,0.03247327314806068,-0.030312561579090853,0.01051367309686294,-0.04241429917599926,-0.01946060513033382,0.029290321681757353,0.047597222770388595,0.586394057227332,0.08624082017452973,0.14386248642137275,-0.019068954080685648,0.09284628510415081,0.07606311790073207,-0.017613139853858577,-0.05881626935077932,0.21872820371360513,0.02796785383632756,0.039706924017515355,0.04851916157883533,0.005640438663289705,0.03481757384316258,-0.023599810818678457,1.0,-0.0620595875796312,0.0688471607361425,0.04620710193405229,0.046729534855060574,-0.051393795681954776
RO,0.1585027626500728,0.10025127995553021,0.23439341534266775,0.039400071462766646,0.2501875060605554,0.1486300757655501,0.06969275932985095,-0.022928515838335446,-0.043287807102368105,-0.02052602323907778,0.03518057673485034,0.09525011798442681,0.0010940765603120023,0.0009700092641955662,0.31010153583682476,0.14444840503617173,-0.04047006673052254,0.1776711678278795,0.09850653873771197,0.06058131695406898,0.08789887973442861,0.007977039962674001,0.26188713043685374,-0.0620595875796312,1.0,0.11196108751067532,0.09403796530226227,0.07817772958505707,0.3626393538702013
RS,0.13287391848942168,-0.017383497034998568,0.29668583657610115,0.00022302316900318242,0.0203441350208328,-0.04275293232937782,-0.02388500401151157,0.0005739541990860632,0.09086106788933952,0.018256181326395216,0.034506944795876966,-0.0319739651059265,0.223937617710784,0.30381869290045466,0.40417878664650786,-0.02608252754580607,0.30358188986933515,-0.014150555054036583,-0.006373100777131682,-0.010207220762260338,-0.02347184959872392,-0.032148467389331976,0.012727126920191553,0.0688471607361425,0.11196108751067532,1.0,0.09991704958210333,0.13340531105039025,0.232104395950524
SE,0.14187301804872307,0.14651074677098436,0.01688312268349605,0.11180505569864217,0.2105898140519331,0.18424665638293683,0.3201535709800943,0.5267102353715399,0.05030269774499141,0.4463937731706196,0.03606765747702441,0.10989478256412027,0.036711728781395746,0.07895694938989972,0.18007403040663814,0.058271260648297324,0.0790803939523234,0.3924575449686167,0.10430083355160874,0.5098620059413231,0.20687007529741325,0.398560515945736,0.2960581175036907,0.04620710193405229,0.09403796530226227,0.09991704958210333,1.0,0.06633580775541525,0.16755421985039898
SI,0.07588182500218782,0.15289900287799427,0.10127421604314071,0.10852342520204508,0.1607291958891442,0.16686453177578658,0.1024469818813838,0.06676594335494365,0.12402175961787794,-2.572741937671985e-06,0.21744276442118526,0.07114054863013725,0.06559287952922455,0.5343612367111463,0.25027569984312853,0.06450145527186112,0.1583211522490487,0.1480740044967839,0.2251681899823056,0.14072252929106902,0.1389424635039828,0.002872657251171961,0.15835521178165626,0.046729534855060574,0.07817772958505707,0.13340531105039025,0.06633580775541525,1.0,0.15479324781395376
SK,0.33662232907693385,0.08103320196189545,0.08371686154457514,0.1279044131239058,0.4008966632317815,0.1681172309524494,0.09330396987837171,0.03301582192328529,-0.020550064062235713,0.02471674887287557,-0.008427146414993345,0.084853407344254,0.05390916027596091,0.09374330643379993,0.5566792139643173,0.11785322236577468,-0.00180789409637456,0.1782289923858402,0.10476147141699073,0.09633909961341226,0.09680458037979,0.01201813387198175,0.3348254065024166,-0.051393795681954776,0.3626393538702013,0.232104395950524,0.16755421985039898,0.15479324781395376,1.0
